puzzle_id,scheduled_date,order,hero,hero_cards,board_cards,street,question_text,answer_options,correct_answers,best_action,best_ev,difficulty,tags,structure,effective_stacks,pot_size_at_decision,flavor_text,in_completions,ev_by_action_json,action_frequencies_json,explanations_json
53ac9a50-0f3a-40c0-b494-27c227faee5b,2026-01-30,,BTN,8s8c,Jc9c6s3h,turn, The SB c-bet the flop and you called. Now they check the turn to you.,Check|Bet 13.1bb|All-in,Check|Bet 13.1bb,Check,14.6658,2,cash|6max|68bb|srp|turn,6max,68,39.84,,True,"{""Bet 13.1bb"": 14.569049999999999, ""Bet 29.9bb"": 8.398312, ""All-in"": 12.323983999999996, ""Check"": 14.66581}","{""Bet 29.9bb"": 1.5115723783765134e-07, ""All-in"": 0, ""Check"": 0.8928227424621582, ""Bet 13.1bb"": 0.10717709362506866}","{""Check"": ""Best play. The SB bet the flop and gave up on the turn \u2014 they're either done with a bluff or have a medium hand they don't want to build a pot with. Your 8s have showdown value but aren't strong. Check back and take the free card to the river."", ""All-in"": ""Way too much. You have a medium pair that wants to see a cheap showdown. Jamming turns your hand into a bluff and only gets called by better."", ""Bet 13.1bb"": "" Reasonable. A small bet can get value from worse pairs or fold out hands with some equity like flush draws or overcards. But you risk getting check-raised by hands that were trapping.""}"
68a5e0af-7e70-4901-a4d6-5a1b61776be2,2026-01-30,,BTN,8h8c,Jc9c6s,flop,The SB 3-bet preflop and c-bets 7.9bb on the flop. You have a pocket pair below the board plus a gutshot to a straight (any 7),Fold|Call|Bet 37.8bb,Call,Call,1.2053,2,cash|6max|88bb|srp|flop,6max,88,31.92,,True,"{""Bet 27.8bb"": 0.8396080000000019, ""Bet 37.8bb"": -0.254331999999998, ""All-in"": -4.8646519999999995, ""Fold"": 0, ""Call"": 1.2052859999999992}","{""Bet 37.8bb"": 0, ""Fold"": 0, ""All-in"": 1.9321105355629697e-06, ""Bet 27.8bb"": 0.005842412821948528, ""Call"": 0.9941557049751282}","{""Bet 37.8bb"": ""A mistake. You're turning a medium hand into a bluff. If you raise, the SB folds worse and continues with better. Just call and use your position."", ""Call"": ""Your 8s are an underpair but you have position, a gutshot, and some showdown value if the SB is bluffing. It's not strong enough to raise, but it's way too good to fold. Call and see what develops."", ""Fold"": ""Too tight. You have a real hand \u2014 a pair plus a gutshot \u2014 against a c-bet that could easily be air. Giving up here lets the SB run you over.""}"
69d45faa-1958-41bc-b28d-35ee5fdeea2b,2026-01-30,,UTG,JsJh,9c7d4hTd3s,river,You are UTG with JsJh. What's your play?,Fold|Call,Call,Call,0.2388,2,cash|6max|91bb|srp|river,6max,91,28.125,,True,"{""Bet 37.5bb"": -5.231886000000003, ""Bet 48.4bb"": -11.535668000000001, ""Fold"": -1e-06, ""Call"": 0.23884999999999934, ""All-in"": -39.282196}","{""All-in"": 2.03457073411073e-09, ""Fold"": 0.20384907722473145, ""Bet 48.4bb"": 1.4301944351036155e-10, ""Bet 37.5bb"": 1.4625675670565386e-10, ""Call"": 0.7961509227752686}","{""Call"": ""Best play. Yes, the sizing is scary, but think about the BB's line: The 3\u2660 is a complete brick \u2014 no draws got there. Your jacks beat all the bluffs and some value hands like tens or nines that overplayed. You're a bluff catcher here, and the price is still right to catch."", ""Fold"": "" Reasonable but slightly too tight. It's tempting to give up facing a big river bet, but the board bricked out and you have an overpair. You only need to be right about 1 in 4 times for calling to be correct.""}"
8a95e2cc-c027-4a22-a29c-dfbbdf67ffbb,2026-01-30,,BTN,8h8d,Jc9c6s3h5h,river,You are BTN with 8h8d. What's your play?,Fold|Call|All-in,Call|All-in,Call,1.7868,2,cash|6max|68bb|srp|river,6max,68,52.9872,,True,"{""Fold"": 6e-06, ""Call"": 1.7868279999999999, ""All-in"": 1.6889600000000087}","{""All-in"": 0.05747995153069496, ""Fold"": 3.889730066930497e-07, ""Call"": 0.9425196051597595}","{""All-in"": ""Interesting but riskier. The idea is you turn your 8s into a bluff to push out hands like tens or weak jacks that beat you. And if the SB is blocking with a missed draw, they definitely fold. But you're also risking your whole stack when you could just call and beat the bluffs."", ""Fold"": ""The SB bet the flop, checked the turn, and now leads small on the river \u2014 13.1bb into 53bb. You have an underpair. What do you do?"", ""Call"": ""Best play. The SB's line is weird \u2014 bet, check, small bet. That often means a medium hand trying to get thin value or a blocker bet with a missed hand. We don't expect to win that often but we don't have to. We are getting a great price.""}"
ae86cbac-30a9-4d29-9285-4372b937779e,2026-01-30,,UTG,AsKd,Qc7d5h3h,turn,You are UTG with AsKd. What's your play?,Fold|Call|Bet 15.0bb,Fold,Fold,0.0,2,cash|6max|95bb|srp|turn,6max,95,11.25,,True,"{""Bet 19.4bb"": -3.1029760000000017, ""Bet 15.0bb"": -2.2046080000000003, ""Fold"": 7.5e-07, ""Call"": -1.7252985, ""Bet 28.1bb"": -2.2328699999999984}","{""Bet 15.0bb"": 0, ""Bet 19.4bb"": 0, ""Call"": 0.00033912056824192405, ""Bet 28.1bb"": 0, ""Fold"": 0.9996609091758728}","{""Fold"": ""Best play. You checked the flop and now the BB wakes up with a bet \u2014 they have something. You're just ace-high with no pair, no draw, nothing. There's no reason to put more chips in hoping to hit one of six outs. Let it go."", ""Call"": ""A mistake. You're paying to hit an ace or king, but even if you do, are you sure you're good? The BB could easily have two pair, a set, or be semi-bluffing a flush draw that gets there anyway. Calling here bleeds chips."", ""Bet 15.0bb"": ""Whatttt? Turning ace-high into a bluff doesn't make too much sense.""}"
b942c840-3428-474c-98f9-f7ae38f5f6c1,2026-01-30,,UTG,JsJd,9c7d4hTd,turn,"Both players checked the flop, and now the BB leads 3.8bb on the turn. You still have an overpair.",Fold|Call|Bet 13.1bb,Call|Bet 13.1bb,Bet 10.0bb,5.1938,2,cash|6max|95bb|srp|turn,6max,95,8.75,,True,"{""Fold"": 0, ""Bet 13.1bb"": 5.116240000000001, ""Bet 19.4bb"": 4.712707999999999, ""Bet 10.0bb"": 5.1937999999999995, ""Call"": 5.134316}","{""Call"": 0.44591453671455383, ""Bet 19.4bb"": 7.705487803377764e-09, ""Bet 10.0bb"": 0.4204528033733368, ""Fold"": 0, ""Bet 13.1bb"": 0.13363265991210938}","{""Call"": ""The BB leads after you both checked \u2014 could be a ten, a nine, a draw, or a stab. Your jacks are still ahead of a lot of that. Calling keeps the pot controlled and lets you see a river."", ""Fold"": ""A mistake. You have an overpair. Yes, the BB led out, but their range includes tons of hands you beat \u2014 tens, nines, draws, bluffs. Folding jacks here is way too tight"", ""Bet 13.1bb"": ""Raising makes sense because you checked back the flop and now want to get value from your overpair. A raise also protects against draws and defines where you're at. Be aware of the jams!""}"
ba72f332-4e31-41ec-82fb-8e30759be806,2026-01-30,,UTG,AdKs,Qc7d5h,flop,You raised preflop and BB defends. The BB checked to you. You missed the flop but have two overcards.,Check|Bet 1.6bb|Bet 6.2bb,Check|Bet 1.6bb,Check,1.4481,2,cash|6max|98bb|srp|flop,6max,97,5,,True,"{""Check"": 1.448051875, ""Bet 1.6bb"": 1.4467452500000002, ""Bet 3.8bb"": 1.4313145, ""Bet 6.2bb"": 1.3744094999999996}","{""Bet 6.2bb"": 0.09373269230127335, ""Check"": 0.37436044216156006, ""Bet 1.6bb"": 0.3768616318702698, ""Bet 3.8bb"": 0.15504519641399384}","{""Bet 6.2bb"": ""Ehh... Going bigger isn't a mistake because the range advantage is so large \u2014 the BB will struggle to continue with most hands regardless of sizing. But you're risking more with ace-high when small gets the job done."", ""Bet 1.6bb"": ""As UTG, your range crushes this board \u2014 you have all the big pairs and strong queens that the BB doesn't. A small bet capitalizes on that advantage. You don't need to go big because your range does the work."", ""Check"": ""Also fine. AK has some showdown potential and you can hit an ace or king on later streets. Checking keeps the pot small and lets you see a turn for free.""}"
ea82ea3e-9138-4548-b2da-b79805bd5d21,2026-01-30,,BTN,QhJh,KcTcTs3d,turn,You are BTN with QhJh. What's your play?,Fold|Call|All-in,Call,Call,1.3656,2,cash|6max|68bb|srp|turn,6max,68,52.9872,,True,"{""Fold"": 0, ""All-in"": -0.25135199999999713, ""Call"": 1.365590000000001}","{""Fold"": 0, ""All-in"": 0, ""Call"": 1}","{""Call"": ""Calling is the clear correct play. Your QJ has outs to the nut straight, and while the board is paired with two tens, SB's line doesn't necessarily represent trips or a full house every time. At this stack-to-pot ratio with 68bb behind, calling keeps the pot manageable, preserves your ability to realize equity on favorable rivers, and avoids bloating the pot with a marginal holding. You can re-evaluate on the river based on the card and villain's action."", ""All-in"": ""Shoving is too aggressive and transforms a +EV spot into a losing one. While you have some equity, QJ can be dead and isn't strong enough to get 68bb in against a range that's betting into you twice. When called, you'll be crushed by SB's trips, full houses, and strong kings. The risk-reward is unfavorable, you're risking your entire stack to win a pot where flat calling already captures positive expected value with far less variance."", ""Fold"": ""Folding here is a significant mistake. You have QhJh, an open ended straight draw. With 53bb already in the pot and only facing a 13.1bb bet, you're getting roughly 4:1 on a call. Your equity against SB's value-heavy betting range is substantial enough that folding surrenders too much expected value. Even when you miss, you'll have river opportunities to realize equity or potentially bluff.""}"
ed4ca9b0-71e2-4e4d-9be8-27a27eaa37b4,2026-01-30,,UTG,JsJd,9c7d4h,flop,You raise preflop and now the BB checks to you. You have an overpair.,Check|Bet 3.8bb|Bet 6.2bb,Check,Check,4.9129,2,cash|6max|98bb|srp|flop,6max,97,5,,True,"{""Bet 6.2bb"": 4.815671, ""Bet 3.8bb"": 4.896903, ""Check"": 4.912876, ""Bet 1.6bb"": 4.7742085}","{""Bet 1.6bb"": 0.055339083075523376, ""Bet 6.2bb"": 0.07242035865783691, ""Check"": 0.5843513011932373, ""Bet 3.8bb"": 0.287889301776886}","{""Bet 6.2bb"": ""Slightly worse. Going big on a board that connects with the BB's range risks building a pot where you're often behind or facing a tough decision if raised."", ""Check"": ""st play. This might feel weird with an overpair, but this low, connected board actually hits the BB's range pretty well \u2014 they can have 9x, 87, 76, sets, two pairs. Checking lets you control the pot and also lets the BB bluff with hands they'd fold to a bet."", ""Bet 3.8bb"": ""Fine. You have an overpair and betting for value makes sense. A medium size charges draws and gets called by worse pairs. Both lines work here.""}"
2ea68d66-7f7f-4f68-9e1e-9f696df1f6af,2026-01-31,,UTG,AsAc,QcJc8s6s,turn,You c-bet aces on Q-J-8 and got called. Turn's a 6. Size up or keep it small?,Check|Bet 2.7bb|Bet 6.2bb,Bet 2.7bb|Bet 6.2bb,Bet 2.7bb,7.7198,2,cash|6max|93bb|srp|turn,6max,93,8.3,,True,"{""Bet 2.7bb"": 7.7198210000000005, ""Check"": 7.273066, ""Bet 10.4bb"": 7.494949999999999, ""Bet 6.2bb"": 7.663665}","{""Check"": 0.00015650363638997078, ""Bet 2.7bb"": 0.28988832235336304, ""Bet 6.2bb"": 0.702044665813446, ""Bet 10.4bb"": 0.007910527288913727}","{""Bet 2.7bb"": ""Going small keeps more marginal hands in \u2014 weak queens, jacks, pocket pairs \u2014 that might fold to a bigger size. Sometimes extracting thin value beats building a big pot."", ""Check"": ""A mistake. You have the best hand on a board full of draws. Checking gives free cards to flushes, straights, and two-pair hands. Don't let them catch up for free"", ""Bet 6.2bb"": ""You have aces on a wet board and the BB called the flop \u2014 they have something. A bigger bet builds the pot and charges draws. This is the standard play.""}"
4b99a007-e1d9-4fff-9a84-a0e64e62b494,2026-01-31,,BTN,9d9c,6c4d2h,flop,BB 3-bet and then checked a low 6-4-2 board. You've got nines. Bet for value or check back?,Check|Bet 8.6bb|Bet 19.5bb,Check,Check,20.3317,2,cash|6max|87bb|srp|flop,6max,87,26,,True,"{""Bet 19.5bb"": 19.960996, ""Check"": 20.331672, ""Bet 32.5bb"": 19.88778, ""Bet 8.6bb"": 20.316206}","{""Bet 19.5bb"": 0.06865809112787247, ""Bet 8.6bb"": 0.4323384463787079, ""Bet 32.5bb"": 0.00010143934196094051, ""Check"": 0.49890202283859253}","{""Check"": ""The BB 3-bet and then checked \u2014 that's a weird line. They could be trapping with aces or kings, or giving up with AK. Your nines are an overpair but not a monster. Checking keeps the pot small and lets you see what develops. You're not losing much value on this dry board."", ""Bet 19.5bb"": ""Playable but riskier. Going bigger commits more chips when you're not sure where you stand. If the BB check-raises, you're in an ugly spot with nines."", ""Bet 8.6bb"": ""Pretty good. You have an overpair and the BB showed weakness \u2014 betting for value makes sense. A small size extracts from worse pairs and keeps you in control.""}"
4e59024b-9556-485d-8b72-c74f8e3ea1f2,2026-01-31,,CO,KdQh,Jc5d4h,flop,You 4-bet KQ and whiffed on J-5-4. Fire away or slow down?,Check|Bet 9.7bb|Bet 22.1bb,Bet 9.7bb|Bet 22.1bb,Bet 36.9bb,3.5133,2,cash|6max|78bb|srp|flop,6max,78,44,,True,"{""Check"": 3.347377, ""Bet 36.9bb"": 3.513316000000003, ""Bet 22.1bb"": 3.3688019999999987, ""Bet 9.7bb"": 3.349616000000001}","{""Bet 9.7bb"": 0.43186256289482117, ""Bet 22.1bb"": 0.5315245985984802, ""Check"": 0.03640918433666229, ""Bet 36.9bb"": 0.0002035722427535802}","{""Bet 9.7bb"": ""Not bad. Smaller sizing, same message. In a 4-bet pot we have a strong range, so even a small bet puts them in a tough spot."", ""Bet 22.1bb"": ""In a 4-bet pot, you're c-betting almost your entire range on a board like this. You might have missed, but the BTN doesn't know that \u2014 your range screams aces and kings. Take advantage of that and keep the pressure on."", ""Check"": ""Giving up the initiative in a 4-bet pot when you're the aggressor lets the BTN play perfectly. Keep firing \u2014 that's what your range is supposed to do here.""}"
6337dc59-ed10-425c-93bd-2aea1478468c,2026-01-31,,UTG,AhAc,QcJc8s6s2h,river,You are UTG with AhAc. What's your play?,Check|Bet 15.6bb|Bet 25.9bb,Bet 15.6bb|Bet 25.9bb,Bet 6.8bb,20.88,2,cash|6max|87bb|srp|river,6max,87,20.75,,True,"{""Bet 15.6bb"": 20.87166, ""Check"": 18.174304, ""Bet 25.9bb"": 20.876192000000003, ""Bet 6.8bb"": 20.87998}","{""Check"": 4.400615982724787e-11, ""Bet 6.8bb"": 0.13643382489681244, ""Bet 25.9bb"": 0.3033911883831024, ""Bet 15.6bb"": 0.5601749420166016}","{""Bet 15.6bb"": ""The river changed nothing. You have aces, the BB has called two streets, and now it's time to get paid. A solid value bet extracts from queens, jacks, and stubborn pocket pairs."", ""Check"": ""A mistake. You have aces on a bricked-out board after two streets of value. Checking gives up easy money. The BB isn't betting for you here \u2014 go get it yourself."", ""Bet 25.9bb"": ""Nice spot for overbet. Going bigger gets more value when called \u2014 and the BB has shown they're willing to call. If they have a queen or a strong jack, they're not folding to this size either.""}"
6523da16-2edf-4bab-906d-99ed5911d05c,2026-01-31,,CO,KsKc,Ac6c5c9h,turn,Monotone flop checked through. Turn's a brick 9♥. Time to lead out with kings?,Check|Bet 22.1bb,Check,Check,17.0291,2,cash|6max|63bb|srp|turn,6max,63,29.5,,True,"{""Bet 22.1bb"": 13.34722, ""Bet 36.9bb"": 12.805312, ""Bet 9.7bb"": 15.844742, ""Check"": 17.029072}","{""Bet 22.1bb"": 0, ""Bet 36.9bb"": 0, ""Check"": 0.9999796748161316, ""Bet 9.7bb"": 2.0315939764259383e-05}","{""Check"": "" Best play. No, don't go for value here. The BTN checked back a scary ace-high monotone flop \u2014 that's not weakness, that's caution. If you bet now, you're only getting called by aces and flushes that beat you. Plus, you still have the K\u2663 and can hit your flush on the river. Take the free card."", ""Bet 22.1bb"": ""A mistake. You're turning your hand into a bluff. The BTN isn't folding an ace or a flush, and any hand worse than yours already gave up. Betting just loses more when you're behind.""}"
778be17a-b621-4a0f-9890-8c639d67587e,2026-01-31,,UTG,AdAc,QcJc8s,flop,"Pocket rockets on a wet board. Do you bet small, bet big, or trap?",Check|Bet 1.6bb|Bet 6.2bb,Bet 1.6bb,Check,4.16,2,cash|6max|98bb|srp|flop,6max,97,5,,True,"{""Check"": 4.1599865, ""Bet 3.8bb"": 4.049867, ""Bet 1.6bb"": 4.154351500000001, ""Bet 6.2bb"": 3.7987710000000003}","{""Bet 6.2bb"": 0.0014988993061706424, ""Check"": 0.2602347731590271, ""Bet 3.8bb"": 0.005365120247006416, ""Bet 1.6bb"": 0.7329011559486389}","{""Check"": ""Fine. Trapping with aces on a board this coordinated can work \u2014 the BB might stab at it or catch up just enough to pay you off. Both lines are close."", ""Bet 1.6bb"": ""Best play. You have an overpair but this board is connected and flushy \u2014 lots of hands have a piece or a draw. A small bet builds the pot while keeping the BB's weaker hands in. Going small also controls the pot in case you're already behind a set or two pair."", ""Bet 6.2bb"": ""Too big. On a wet board like this, going large folds out the hands you want to keep in (gutshots, weak pairs) and only gets action from hands that are already strong or drawing heavy.""}"
7b52ec23-17ee-42d8-8d99-1d8da18f28cd,2026-01-31,,UTG,TsTh,Kc9d3h,flop,You've got pocket tens on K-9-3. The BB checks. Do you fire or slow down?,Check|Bet 1.6bb|Bet 6.2bb,Bet 1.6bb,Bet 1.6bb,3.2504,2,cash|6max|98bb|srp|flop,6max,97,5,,True,"{""Bet 6.2bb"": 3.2071579999999997, ""Bet 3.8bb"": 3.1996535, ""Check"": 3.193857, ""Bet 1.6bb"": 3.2503534999999997}","{""Bet 3.8bb"": 0.060178644955158234, ""Check"": 0.12017251551151276, ""Bet 1.6bb"": 0.7885424494743347, ""Bet 6.2bb"": 0.031106429174542427}","{""Check"": ""Fine but passive. Tens have showdown value, and checking protects them. But you're missing a chance to get value from hands that would call a small bet and fold to later pressure."", ""Bet 1.6bb"": ""Best play. You have a pair below the king, but as UTG your range still dominates this board. A small bet gets value from worse pairs and ace-highs while keeping the pot controlled. You don't need to go big \u2014 let your position and range do the work."", ""Bet 6.2bb"": ""Too big. You're not strong enough to build a big pot. Going large just folds out worse and gets called by better. Small ball is the move here.""}"
7b6decc0-c703-4036-a4d0-ae2084e4c17c,2026-01-31,,UTG,TsTc,Kc9d3h5h,turn,BB called your flop bet. Turn's a blank 5♥. Keep firing or pump the brakes?,Check|Bet 2.7bb|Bet 10.4bb,Check,Check,3.8846,2,cash|6max|93bb|srp|turn,6max,93,8.3,,True,"{""Bet 10.4bb"": 3.5172430000000006, ""Check"": 3.88460475, ""Bet 2.7bb"": 3.816263, ""Bet 6.2bb"": 3.6932089999999995}","{""Bet 2.7bb"": 0.08021709322929382, ""Bet 6.2bb"": 2.2700069166603498e-05, ""Bet 10.4bb"": 0, ""Check"": 0.9197602868080139}","{""Bet 10.4bb"": "" Too much. You're overplaying a medium pair. Going big only gets called by hands that beat you \u2014 kings, sets, two pairs. Keep it small or don't bet at all."", ""Bet 2.7bb"": ""Okay but risky. A small bet might get value from nines or ace-highs, but you're also building a pot where you're often behind or facing a tough river decision."", ""Check"": "" Best play. You bet the flop and got called \u2014 the BB has something. Your tens are still just a middle pair below the king, and the turn adds a flush draw. No need to bloat the pot. Check and see a cheap showdown.""}"
c220f6eb-37b4-4b5f-ab68-e25669ffe6a5,2026-01-31,,CO,KdKc,Ac6c5c,flop,Why does the Ace always come? What's your play?,Check|Bet 9.7bb|Bet 36.9bb,Check,Check,21.2925,2,cash|6max|78bb|srp|flop,6max,78,29.5,,True,"{""Bet 9.7bb"": 21.165984, ""Check"": 21.292496, ""Bet 22.1bb"": 21.094963999999997, ""Bet 36.9bb"": 20.008892000000003}","{""Check"": 0.8658807277679443, ""Bet 36.9bb"": 0.013534371741116047, ""Bet 9.7bb"": 0.10463809967041016, ""Bet 22.1bb"": 0.015946805477142334}","{""Check"": ""est play. Scary board \u2014 ace-high and monotone. But here's the key: you have the K\u2663, which means you've got a draw to the second nut flush. Checking keeps the pot controlled while you wait to see if a club comes. If it does, you're in great shape. If not, you can reevaluate."", ""Bet 36.9bb"": ""Too aggressive. Blasting a monotone ace-high board with kings \u2014 even with the K\u2663 \u2014 is asking for trouble. The BTN's range in a 4-bet pot is strong, and they'll have plenty of aces and made flushes."", ""Bet 9.7bb"": ""Okay but risky. You can bet small to see where you're at, but you're often getting raised by flushes or better. Having the K\u2663 makes checking more attractive since you have redraw potential.""}"
fb759815-2834-4b89-84f7-5fd796f3be5e,2026-01-31,,CO,KdQh,Jc5d4hTs,turn,You barreled the flop with KQ. Turn brings a ten — giving you an open-ender. Shove it in?,Check|Bet 16.2bb|All-in,Bet 16.2bb|All-in,Bet 16.2bb,14.9191,2,cash|6max|54bb|srp|turn,6max,53,48.97,,True,"{""Check"": 14.827169, ""Bet 16.2bb"": 14.919068, ""All-in"": 14.822624000000005}","{""Bet 16.2bb"": 0.138082355260849, ""All-in"": 0.7159373760223389, ""Check"": 0.14598026871681213}","{""Bet 16.2bb"": ""A standard bet keeps pressure on while leaving room to fold if raised. But with this stack-to-pot ratio and your equity, there's no reason to be shy."", ""All-in"": ""The T\u2660 is probably the best turn card you could ask for besides a king or queen. You now have an open-ended straight draw \u2014 any ace or nine gets you there. With 54bb behind and 49bb in the pot, jamming makes sense. You can win right now if they fold, and if they call, you've got plenty of outs."", ""Check"": ""Acceptable but passive. You have a big draw and momentum from the flop bet. Checking lets the BTN see a free river and potentially outdraw you when you had fold equity.""}"
aa651998-425b-47e6-a57c-caea8f47da1f,2026-02-01,1,BTN,AsKc,KsJd9c,flop,"BTN opens, BB calls. Flop: Ks-Jd-9c. BB checks → BTN. Your move?",Bet 6.2bb|Check|Bet 1.6bb|Bet 3.8bb,Check|Bet 1.6bb,Bet 1.6bb,4.6144,3,cash|6max|97bb|srp|btn_vs_bb|flop|wet|top_pair|bet,6max,97,5,Connected broadway boards bite back hard,True,"{""Check"": 4.612452, ""Bet 6.2bb"": 4.494562999999999, ""Bet 3.8bb"": 4.57981, ""Bet 1.6bb"": 4.614420000000001}","{""Check"": 0.41089922189712524, ""Bet 3.8bb"": 0.004338104277849197, ""Bet 1.6bb"": 0.5394349694252014, ""Bet 6.2bb"": 0.04532777518033981}","{""Bet 6.2bb"": ""Overbetting is a polarized play, which is not preferred here, as the opponent can have strong hands such as QT and 99. We typically reserve overbetting on the flop for boards in which we hold the nut advantage. T"", ""Bet 1.6bb"": ""Small bet is the primary play. On this connected board, a thin value bet extracts from worse Kx, QJ, T( and various draws without bloating the pot against sets/two-pair. The small sizing lets you bet at high frequency, and defend against check raises with confidence."", ""Check"": ""AK can also be mixed in here as a check with some frequency. This protects your range on future streets, and doesn't leave you susceptible to a check-raise. You can control the pot on a connected board with a lot of dangerous turns and rivers. "", ""Bet 3.8bb"": ""This is an awkward middle sizing that accomplishes neither goal well. The solver finds zero use for this sizing with AK, as its strength is severely diminished by check raises, and may fold out middling strength hands that villain might continue with vs. smaller, such as weak Jx and 9x.""}"
bed54cbd-e48c-470c-8891-c1e799c829bb,2026-02-01,2,BTN,AsKc,KsJd9c2s,turn,"BTN opens, BB calls. Turn: Ks-Jd-9c-2s. BB checks → BTN. Your move?",Check|Bet 2.7bb|Bet 10.4bb,Check|Bet 2.7bb,Check,7.9755,3,cash|6max|93bb|srp|btn_vs_bb|turn|dry|top_pair|check,6max,93,8.3,That deuce changes nothing about your range,True,"{""Bet 6.2bb"": 7.919411, ""Bet 2.7bb"": 7.969366, ""Bet 10.4bb"": 7.943822000000001, ""Check"": 7.9755165}","{""Bet 10.4bb"": 0.03487928956747055, ""Bet 6.2bb"": 0.06854097545146942, ""Bet 2.7bb"": 0.3288140892982483, ""Check"": 0.5677656531333923}","{""Check"": ""Although you do have top pair, checking is actually the preferred play here. We want to pot control and see a river, then extract max value when it bricks out. We actually might prefer to bet a hand like KQ or KT that has better playability on dangerous rivers. "", ""Bet 10.4bb"": ""Although you do have top pair, checking is actually the preferred play here. However, betting can also work out, keeping the pot small. We want to pot control and see a river, then extract max value when it bricks out. We actually might prefer to bet a hand like KQ or KT that has better playability on dangerous rivers. Overbetting condenses the villains range into hands that are simply too strong, and since BB doesn't checkraise much, he can still have a lot of stronger hands"", ""Bet 2.7bb"": ""Although you do have top pair, checking is actually the preferred play here. However, betting can also work out, keeping the pot small. We want to pot control and see a river, then extract max value when it bricks out. We actually might prefer to bet a hand like KQ or KT that has better playability on dangerous rivers. ""}"
52f86b7a-1690-4f14-b2f0-04209b3cae1b,2026-02-01,3,BTN,AsAh,QhQs4d,flop,"BTN opens, BB calls. Flop: Qh-Qs-4d. BB checks → BTN. Your move?",Bet 6.2bb|Bet 3.8bb|Check|Bet 1.6bb,Check|Bet 1.6bb,Bet 1.6bb,6.7882,2,cash|6max|97bb|srp|btn_vs_bb|flop|paired|overpair|bet,6max,97,5,Paired boards demand restraint from the button,True,"{""Bet 6.2bb"": 6.087453999999999, ""Bet 1.6bb"": 6.788183, ""Bet 3.8bb"": 6.576819, ""Check"": 6.7761855}","{""Bet 6.2bb"": 0.00041425562812946737, ""Bet 1.6bb"": 0.8426665663719177, ""Bet 3.8bb"": 0.0010498607298359275, ""Check"": 0.15586921572685242}","{""Bet 1.6bb"": ""Paired boards massively favor the preflop raiser's rangem, BTN has more strong Qx (AQ, KQ, QJs) and all overpairs while BB's range is wider and weaker. AA specifically wants to bet small because you're extracting thin value from a wide range of worse hands. Small sizing keeps all of these in. You don't need protection \u2014 almost nothing has equity against you besides trips."", ""Bet 3.8bb"": ""Larger sizing folds out all the small pairs and weak hands that would call 33%. On QQ4 there's no draw to charge. You're just narrowing villain's range to hands you can't extract from while losing all the thin value."", ""Check"": ""AA is so strong here that checking is fine for deception. The board is extremely dry \u2014 no draws are getting there. You can check, let villain stab with air on the turn, then call down or raise. Trapping also makes sense because villain's range is so weak on this board that even the small bet doesn't get much action. Checking occasionally balances your range and potentially lets villain catch up or bluff."", ""Bet 6.2bb"": ""Larger sizing folds out all the small pairs and weak hands that would call 33%. On QQ4 there's no draw to charge. You're just narrowing villain's range to hands you can't extract from while losing all the thin value.""}"
85f4cdf7-1586-41e1-a503-76dd7d6e42a0,2026-02-01,4,BTN,AsAh,QhQs4d3s,turn,"BTN opens, BB calls. Turn: Qh-Qs-4d-3s. BB checks → BTN. Your move?",Bet 6.2bb|Bet 10.4bb|Check,Check,Check,9.4271,1,cash|6max|93bb|srp|btn_vs_bb|turn|paired|overpair|check,6max,93,8.3,"Queens up top, position pays below.",True,"{""Check"": 9.427118, ""Bet 10.4bb"": 9.224457999999998, ""Bet 2.7bb"": 9.320231, ""Bet 6.2bb"": 9.284227}","{""Bet 6.2bb"": 0.000710994063410908, ""Bet 10.4bb"": 0.00017216794367413968, ""Bet 2.7bb"": 0.07283102720975876, ""Check"": 0.9262858033180237}","{""Bet 6.2bb"": ""This is a textbook way-ahead/way-behind spot. After BB called your flop bet on QQ4, their range split into two clean buckets: Qx trips (which crush you) and everything else \u2014 pocket pairs, Ax floats, stubborn broadways (which you dominate). The 3s changed nothing for either category. Betting accomplishes nothing productive. The hands you beat have almost zero equity against you \u2014 they're drawing to 2 outs at best. You don't need protection, and you can extract maximum value after evaluating on river."", ""Bet 10.4bb"": ""This is a textbook way-ahead/way-behind spot. After BB called your flop bet on QQ4, their range split into two clean buckets: Qx trips (which crush you) and everything else \u2014 pocket pairs, Ax floats, stubborn broadways (which you dominate). The 3s changed nothing for either category. Betting accomplishes nothing productive. The hands you beat have almost zero equity against you \u2014 they're drawing to 2 outs at best. You don't need protection, and you can extract maximum value after evaluating on river."", ""Check"": ""This is a textbook way-ahead/way-behind spot. After BB called your flop bet on QQ4, their range split into two clean buckets: Qx trips (which crush you) and everything else \u2014 pocket pairs, Ax floats, stubborn broadways (which you dominate). The 3s changed nothing for either category. Betting accomplishes nothing productive. The hands you beat have almost zero equity against you \u2014 they're drawing to 2 outs at best. You don't need protection, and you can extract maximum value after evaluating on river.""}"
